50 50
-1.000000, -1.000000, 0.000000, 70.599884
-0.959184, -1.000000, 0.000000, 71.457848
-0.918367, -1.000000, 0.000000, 71.131317
-0.877551, -1.000000, 0.000000, 69.636490
-0.836735, -1.000000, 0.000000, 67.046814
-0.795918, -1.000000, 0.000000, 63.487019
-0.755102, -1.000000, 0.000000, 59.123165
-0.714286, -1.000000, 0.000000, 54.149830
-0.673469, -1.000000, 0.000000, 48.775780
-0.632653, -1.000000, 0.000000, 43.209663
-0.591837, -1.000000, 0.000000, 37.646980
-0.551020, -1.000000, 0.000000, 32.259445
-0.510204, -1.000000, 0.000000, 27.187532
-0.469388, -1.000000, 0.000000, 22.536329
-0.428571, -1.000000, 0.000000, 18.374767
-0.387755, -1.000000, 0.000000, 14.737655
-0.346939, -1.000000, 0.000000, 11.629939
-0.306122, -1.000000, 0.000000, 9.032309
-0.265306, -1.000000, 0.000000, 6.907478
-0.224490, -1.000000, 0.000000, 5.206405
-0.183674, -1.000000, 0.000000, 3.873900
-0.142857, -1.000000, 0.000000, 2.853324
-0.102041, -1.000000, 0.000000, 2.090166
-0.061225, -1.000000, 0.000000, 1.534486
-0.020408, -1.000000, 0.000000, 1.142339
0.020408, -1.000000, 0.000000, 0.876337
0.061224, -1.000000, 0.000000, 0.705556
0.102041, -1.000000, 0.000000, 0.605016
0.142857, -1.000000, 0.000000, 0.554911
0.183674, -1.000000, 0.000000, 0.539743
0.224490, -1.000000, 0.000000, 0.547484
0.265306, -1.000000, 0.000000, 0.568832
0.306122, -1.000000, 0.000000, 0.596601
0.346939, -1.000000, 0.000000, 0.625257
0.387755, -1.000000, 0.000000, 0.650587
0.428571, -1.000000, 0.000000, 0.669472
0.469388, -1.000000, 0.000000, 0.679747
0.510204, -1.000000, 0.000000, 0.680103
0.551020, -1.000000, 0.000000, 0.670010
0.591837, -1.000000, 0.000000, 0.649642
0.632653, -1.000000, 0.000000, 0.619780
0.673469, -1.000000, 0.000000, 0.581706
0.714286, -1.000000, 0.000000, 0.537069
0.755102, -1.000000, 0.000000, 0.487741
0.795918, -1.000000, 0.000000, 0.435676
0.836735, -1.000000, 0.000000, 0.382773
0.877551, -1.000000, 0.000000, 0.330760
0.918367, -1.000000, 0.000000, 0.281108
0.959184, -1.000000, 0.000000, 0.234972
1.000000, -1.000000, 0.000000, 0.193169
-1.000000, -0.959184, 0.000000, 74.434853
-0.959184, -0.959184, 0.000000, 75.339455
-0.918367, -0.959184, 0.000000, 74.995247
-0.877551, -0.959184, 0.000000, 73.419312
-0.836735, -0.959184, 0.000000, 70.689087
-0.795918, -0.959184, 0.000000, 66.936089
-0.755102, -0.959184, 0.000000, 62.335430
-0.714286, -0.959184, 0.000000, 57.092255
-0.673469, -0.959184, 0.000000, 51.426708
-0.632653, -0.959184, 0.000000, 45.558792
-0.591837, -0.959184, 0.000000, 39.694675
-0.551020, -0.959184, 0.000000, 34.015442
-0.510204, -0.959184, 0.000000, 28.669258
-0.469388, -0.959184, 0.000000, 23.766996
-0.428571, -0.959184, 0.000000, 19.381426
-0.387755, -0.959184, 0.000000, 15.549362
-0.346939, -0.959184, 0.000000, 12.276155
-0.306122, -0.959184, 0.000000, 9.541602
-0.265306, -0.959184, 0.000000, 7.306572
-0.224490, -0.959184, 0.000000, 5.519553
-0.183674, -0.959184, 0.000000, 4.122559
-0.142857, -0.959184, 0.000000, 3.056069
-0.102041, -0.959184, 0.000000, 2.262785
-0.061225, -0.959184, 0.000000, 1.690184
-0.020408, -0.959184, 0.000000, 1.291994
0.020408, -0.959184, 0.000000, 1.028764
0.061224, -0.959184, 0.000000, 0.867745
0.102041, -0.959184, 0.000000, 0.782323
0.142857, -0.959184, 0.000000, 0.751197
0.183674, -0.959184, 0.000000, 0.757472
0.224490, -0.959184, 0.000000, 0.787787
0.265306, -0.959184, 0.000000, 0.831559
0.306122, -0.959184, 0.000000, 0.880388
0.346939, -0.959184, 0.000000, 0.927611
0.387755, -0.959184, 0.000000, 0.968014
0.428571, -0.959184, 0.000000, 0.997654
0.469388, -0.959184, 0.000000, 1.013758
0.510204, -0.959184, 0.000000, 1.014660
0.551020, -0.959184, 0.000000, 0.999750
0.591837, -0.959184, 0.000000, 0.969392
0.632653, -0.959184, 0.000000, 0.924816
0.673469, -0.959184, 0.000000, 0.867968
0.714286, -0.959184, 0.000000, 0.801326
0.755102, -0.959184, 0.000000, 0.727693
0.795918, -0.959184, 0.000000, 0.649986
0.836735, -0.959184, 0.000000, 0.571038
0.877551, -0.959184, 0.000000, 0.493428
0.918367, -0.959184, 0.000000, 0.419345
0.959184, -0.959184, 0.000000, 0.350514
1.000000, -0.959184, 0.000000, 0.288151
-1.000000, -0.918367, 0.000000, 77.181587
-0.959184, -0.918367, 0.000000, 78.119644
-0.918367, -0.918367, 0.000000, 77.762833
-0.877551, -0.918367, 0.000000, 76.128883
